岗位ID,岗位名称,公司,城市,一级簇号,一级簇名,二级簇名
J0235,技术顾问,厦门一维天地信息技术有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0236,研发实习生,正航软件,厦门,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J0237,IT信息技术专员,宫崎科技(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0238,高级软件工程师,厦门智融合科技有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0239,前端全栈工程师,宫崎科技(厦门)有限公司,厦门,8,前端开发（web前端、erp项目）,—
J0240,java初级工程师,宫崎科技(厦门)有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0241,html5前端开发,宫崎科技(厦门)有限公司,厦门,8,前端开发（web前端、erp项目）,—
J0242,unity,厦门益点网络科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J0243,标注工程师 Labelling Engineer,陶朗分选技术(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0244,Python爬虫工程师【线上兼职】,云南森有彩文化有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0245,Python爬虫工程师【线上兼职】,云南广地建筑设计有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0246,AI算法工程师,厦门睿云联创新科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0247,算法工程师（音视频）,厦门亿联网络技术股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0248,c/c++研发工程师,厦门天锐科技股份有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0249,AI应用开发工程师,厦门新宝裕工贸有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0250,厦门-数据分析岗,太平洋产险,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0251,AI算法应用,厦门钨业股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0252,算法工程师,中科飞龙(厦门)科技发展有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0253,游戏测试【2027校招】,4399,厦门,3,软件测试（信号测试、安全测试）,—
J0254,数据分析岗/数据分析工程师,厦门道唯思信息技术有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0255,自动化测试工程师,厦门思泰克智能科技股份有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0256,算法工程师,奥谱天成(厦门)光电股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0257,数据治理岗(J14946),厦门象屿金象控股集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0258,数据开发工程师,科珠(广州)科技有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0259,c#工程师（应届生）,厦门一维天地信息技术有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J0260,算法工程师,厦门威芯泰科技有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0261,大数据算法工程师（安踏项目）,软通动力信息技术(集团)股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0262,CCD助理工程师（本科应届生，含AI方向）,厦门东声电子有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0263,AI研发工程师,广东华研智启科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,算法/AI 应用（tensorflow、vit）
J0264,app测试开发工程师,星宸科技,厦门,3,软件测试（信号测试、安全测试）,—
J0265,大模型算法工程师 (MJ000093),厦门睿云联创新科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0266,智能制造AI算法专家/技术负责人,普为光电,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0267,生物信息工程师,厦门市集美区吉灵技术服务部(个体工商户),厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0268,数据开发,浪潮集团,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0269,网络安全工程师,路达(厦门)工业有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0270,人工智能算法工程师（厦门思明）,福建宏泰智能工业互联网有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0271,期货量化交易员,厦门保沣集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0272,人工智能技术岗（大模型与算法研发方向）,中交一公局厦门工程有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0273,AI算法工程师,厦门思泰克智能科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0274,品质工程师 （2027届校招）,友达光电(厦门)有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0275,嵌入式软件开发实习生,厦门立林智能科技有限公司,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0276,帆软实施工程师,科珠(广州)科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0277,27届校招数字化工程师(J10730),厦门金鹭,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0278,BI分析师,日上集团,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0279,ai应用开发工程师,垒知集团,厦门,4,后端开发（hibernate、linux开发）,—
J0280,高级AI软件测试工程师,厦门德捷信息科技有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0281,嵌入式软件开发,星宸科技,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0282,ETL工程师（厦门）,广州南天电脑系统有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0283,测试工程师 (MJ000539),强力巨彩,厦门,3,软件测试（信号测试、安全测试）,—
J0284,软件配置工程师（上海/厦门 接受25应届生）,科锐尔人力资源服务(苏州)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0285,算法工程师,南宁邑通科技有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0286,算法工程师（数据挖掘方向）,软通动力信息技术(集团)股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0287,视觉算法工程师—双休—上市公司—待遇好,立达信物联科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0288,AI落地工程师,福建天智互动信息科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0289,运维工程师（支撑产品）,厦门快快网络科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0290,运维开发工程师,厦门市威特计算机信息系统工程有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0291,ai图像算法工程师,厦门思泰克智能科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0292,运维工程师-厦门,中电福富信息科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0293,嵌入式软件工程师,奥佳华,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0294,Linux嵌入式工程师,厦门万宾科技有限公司,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0295,机器人控制系统工程师,厦门众镧高科有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0296,计算机视觉工程师（图像算法方向）,厦门灵图科技有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0297,运维工程师,厦门世纪伟业网络科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0298,SRE工程师（某运营商）,北京神州数字科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0299,行业分析师（AI、硬科技方向）实习生,厦门长融投资管理有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0300,测试实习生（27届） (MJ000131),厦门睿云联创新科技股份有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0301,数据分析,软通动力信息技术(集团)股份有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0302,数据开发,浪潮集团,厦门,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J0303,博士-AI算法（工业图像大模型缺陷检测方向）,厦门思泰克智能科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0304,DBA实习生,北京海天起点技术服务股份有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0305,测试工程师,厦门助赢科技有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0306,硬件测试工程师,蓝斯股份,厦门,3,软件测试（信号测试、安全测试）,—
J0307,大数据开发工程师,厦门东思信息技术有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0308,BA,秦皇岛锐聘企业管理咨询有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0309,Microsoft Fabric 数据工程师,厦门德捷信息科技有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0310,设备软件工程师,厦门徕泽丰科技有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0311,中级运维工程师,厦门快快网络科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0312,大数据技术专业教师,厦门兴才职业技术学院,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0313,数据分析师,软通动力信息技术(集团)股份有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0314,ETL工程师,京北方,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0315,高级嵌入式软件工程师,科华数据股份有限公司,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0316,oracle数据库开发工程师,惠尔康东方(厦门)食品有限公司,厦门,4,后端开发（hibernate、linux开发）,—
J0317,高级测试工程师(J10288),厦门星纵物联科技有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0318,中级人工智能工程师（具身智能）,厦门钨业股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0319,测试工程师,厦门星拉科技有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0320,图像算法工程师（预研）,厦门亿联网络技术股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0321,Dynamics AX技术顾问,厦门一维天地信息技术有限公司,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0322,27届大模型算法工程师 (MJ000135),厦门睿云联创新科技股份有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J0323,工艺与测试工程师 质量守门员,理工睿视(北京)光电科技有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J0324,对日开发初级技术员到项目经理的全职位招聘,株式会社ProfaceSystems,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0325,机器视觉算法工程师,厦门精合电气自动化有限公司,厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
